age,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,mental_health_risk_score,sleep_quality,digital_wellbeing_flag,total_screen_exposure,sleep_efficiency,high_social_media_usage,active_lifestyle,risk_category,sleep_quality_encoded,gender_male
18,1.9,5.8,1.7,3.52,0.2,low,6,5,1,12,Poor,Healthy,3.5999999999999996,2.148148148148148,0,0,low,0,False
13,5.9,7.5,1.4,2.58,1.2,low,6,2,8,16,Fair,Moderate,7.300000000000001,3.125,1,1,medium,1,True
13,6.5,8.3,0.6,3.05,0.3,high,2,7,8,17,Good,Moderate,7.1,5.1875,1,0,medium,2,False
15,7.5,8.1,2.5,3.56,1.2,medium,6,8,10,24,Good,At Risk,10.0,2.314285714285714,1,1,high,2,True
19,4.9,4.5,2.9,3.88,0.8,low,5,5,6,16,Poor,Moderate,7.800000000000001,1.153846153846154,0,0,medium,0,True
13,2.2,5.3,1.4,3.97,0.0,low,1,10,7,18,Poor,Healthy,3.6,2.2083333333333335,0,0,medium,0,True
14,5.8,6.9,0.7,3.01,1.9,high,9,9,4,22,Fair,Moderate,6.5,4.058823529411765,1,1,high,1,True
14,1.3,8.5,0.9,3.71,0.7,high,3,3,6,12,Good,Healthy,2.2,4.473684210526316,0,0,low,2,True
19,2.8,4.8,1.7,2.8,0.6,low,5,7,4,16,Poor,Healthy,4.5,1.7777777777777777,0,0,medium,0,False
19,4.0,6.5,2.4,3.67,0.6,low,4,6,4,14,Fair,Moderate,6.4,1.911764705882353,0,0,medium,1,False
14,1.7,4.9,1.6,2.36,1.7,high,3,1,6,10,Poor,Healthy,3.3,1.8846153846153846,0,1,low,0,False
18,1.4,6.1,1.6,2.56,1.2,high,2,7,8,17,Fair,Healthy,3.0,2.346153846153846,0,1,medium,1,False
19,2.3,6.5,3.0,3.5,0.1,high,9,10,8,27,Fair,Moderate,5.3,1.625,0,0,high,1,True
14,3.8,5.3,1.0,2.28,1.2,low,9,3,1,13,Poor,Healthy,4.8,2.65,0,1,low,0,True
13,6.4,5.1,2.5,2.62,1.3,low,5,4,7,16,Poor,At Risk,8.9,1.457142857142857,1,1,medium,0,True
19,6.0,7.1,0.9,2.98,0.1,low,1,6,5,12,Fair,Moderate,6.9,3.736842105263158,1,0,low,1,True
16,1.9,7.8,2.1,2.26,0.3,high,7,7,5,19,Fair,Moderate,4.0,2.5161290322580645,0,0,medium,1,True
17,2.4,8.5,2.4,2.79,1.1,low,1,6,7,14,Good,Moderate,4.8,2.5,0,1,medium,2,True
14,2.7,5.1,2.4,2.17,1.8,high,3,10,8,21,Poor,Moderate,5.1,1.5,0,1,high,0,False
14,1.5,7.2,1.7,2.76,0.0,low,10,7,10,27,Fair,Healthy,3.2,2.6666666666666665,0,0,high,1,True
18,7.7,7.3,1.8,3.13,2.0,medium,7,9,7,23,Fair,Moderate,9.5,2.607142857142857,1,1,high,1,True
13,2.9,5.1,2.2,3.81,0.7,low,6,6,10,22,Poor,Moderate,5.1,1.5937499999999998,0,0,high,0,True
16,7.6,4.3,2.7,2.51,0.3,medium,3,9,10,22,Poor,At Risk,10.3,1.162162162162162,1,0,high,0,True
18,5.7,8.4,2.4,2.84,0.7,low,5,4,9,18,Good,Moderate,8.1,2.4705882352941178,1,0,medium,2,True
19,1.2,5.0,1.5,2.09,0.6,medium,5,2,1,8,Poor,Healthy,2.7,2.0,0,0,low,0,True
16,2.4,6.2,1.6,2.38,0.0,medium,8,4,10,22,Fair,Healthy,4.0,2.3846153846153846,0,0,high,1,False
17,6.2,5.1,2.0,3.82,1.7,medium,7,3,5,15,Poor,At Risk,8.2,1.7,1,1,medium,0,False
14,4.7,5.1,2.2,2.03,1.1,medium,2,10,7,19,Poor,Moderate,6.9,1.5937499999999998,0,1,medium,0,False
19,5.3,6.7,0.7,3.59,1.8,high,4,8,8,20,Fair,Moderate,6.0,3.9411764705882355,1,1,medium,1,True
19,6.0,6.0,0.7,3.29,1.4,low,4,5,1,10,Fair,Moderate,6.7,3.5294117647058822,1,1,low,1,False
16,7.8,4.7,2.1,2.48,2.0,low,8,3,1,12,Poor,At Risk,9.9,1.5161290322580645,1,1,low,0,False
14,4.4,4.2,2.6,2.28,1.3,medium,8,10,4,22,Poor,Moderate,7.0,1.1666666666666667,0,1,high,0,False
17,6.7,7.6,2.4,3.59,0.4,medium,9,5,5,19,Fair,At Risk,9.1,2.235294117647059,1,0,medium,1,True
13,7.2,7.4,2.2,3.42,0.1,low,8,9,6,23,Fair,At Risk,9.4,2.3125,1,0,high,1,False
18,6.1,4.4,2.1,2.23,1.0,low,8,2,5,15,Poor,At Risk,8.2,1.4193548387096775,1,1,medium,0,True
16,5.4,8.7,1.9,2.67,1.3,low,1,5,7,13,Good,Moderate,7.300000000000001,3.0,1,1,low,2,True
19,2.7,7.7,0.7,2.22,0.4,medium,10,8,7,25,Fair,Healthy,3.4000000000000004,4.529411764705882,0,0,high,1,True
13,7.9,7.2,1.5,2.36,0.2,medium,2,6,8,16,Fair,Moderate,9.4,2.88,1,0,medium,1,False
13,4.6,7.3,1.6,2.91,0.4,low,10,5,7,22,Fair,Moderate,6.199999999999999,2.8076923076923075,0,0,high,1,True
13,5.6,4.6,1.9,2.54,0.1,low,5,5,6,16,Poor,Moderate,7.5,1.586206896551724,1,0,medium,0,True
17,6.5,6.4,0.7,3.57,1.1,low,2,9,6,17,Fair,Moderate,7.2,3.7647058823529416,1,1,medium,1,False
19,5.9,7.2,0.9,3.99,1.7,low,7,9,3,19,Fair,Moderate,6.800000000000001,3.7894736842105265,1,1,medium,1,True
19,1.1,5.1,2.2,2.13,0.9,low,7,7,2,16,Poor,Moderate,3.3000000000000003,1.5937499999999998,0,0,medium,0,False
18,3.2,5.1,1.2,3.54,1.3,low,6,2,8,16,Poor,Healthy,4.4,2.318181818181818,0,1,medium,0,True
14,6.5,5.3,2.7,3.79,0.8,low,8,6,4,18,Poor,At Risk,9.2,1.4324324324324322,1,0,medium,0,True
17,7.3,6.2,1.0,2.02,0.2,low,1,6,3,10,Fair,Moderate,8.3,3.1,1,0,low,1,False
17,1.5,5.5,1.7,2.93,0.7,low,4,9,9,22,Poor,Healthy,3.2,2.0370370370370368,0,0,high,0,True
16,3.8,6.8,2.4,3.1,1.6,low,6,10,4,20,Fair,Moderate,6.199999999999999,2.0,0,1,medium,1,True
13,3.6,8.6,2.8,3.28,0.7,high,10,3,5,18,Good,Moderate,6.4,2.263157894736842,0,0,medium,2,False
15,3.6,4.3,2.9,2.2,1.0,high,10,9,7,26,Poor,Moderate,6.5,1.1025641025641026,0,1,high,0,True
17,5.3,7.4,1.2,3.41,1.1,high,6,3,7,16,Fair,Moderate,6.5,3.3636363636363633,1,1,medium,1,False
19,4.4,4.3,0.8,2.44,1.0,high,9,9,7,25,Poor,Moderate,5.2,2.388888888888889,0,1,high,0,True
18,7.7,4.7,1.4,3.04,0.6,medium,9,6,6,21,Poor,Moderate,9.1,1.9583333333333335,1,0,high,0,True
14,7.1,4.5,2.4,3.53,0.4,high,3,4,4,11,Poor,At Risk,9.5,1.3235294117647058,1,0,low,0,False
16,4.9,6.8,1.0,3.18,1.9,high,7,4,8,19,Fair,Moderate,5.9,3.4,0,1,medium,1,True
19,4.6,8.9,1.9,2.5,0.4,medium,8,1,3,12,Good,Moderate,6.5,3.0689655172413794,0,0,low,2,True
19,1.8,6.5,2.6,2.75,1.7,high,7,6,1,14,Fair,Moderate,4.4,1.8055555555555556,0,1,medium,1,True
16,4.2,5.7,1.0,2.77,0.1,high,10,5,9,24,Poor,Moderate,5.2,2.85,0,0,high,0,True
16,1.5,6.7,0.5,2.78,1.2,low,1,9,6,16,Fair,Healthy,2.0,4.466666666666667,0,1,medium,1,True
19,7.0,8.9,2.8,2.84,0.4,high,6,8,6,20,Good,At Risk,9.8,2.342105263157895,1,0,medium,2,True
14,6.5,7.8,1.5,3.26,0.8,medium,9,2,3,14,Fair,Moderate,8.0,3.12,1,0,medium,1,False
19,4.3,5.9,2.1,2.85,1.7,high,9,9,8,26,Poor,Moderate,6.4,1.903225806451613,0,1,high,0,False
16,7.2,7.7,2.5,2.56,1.7,high,8,7,6,21,Fair,At Risk,9.7,2.2,1,1,high,1,True
13,7.0,4.1,1.9,2.3,0.3,medium,3,10,6,19,Poor,Moderate,8.9,1.4137931034482758,1,0,medium,0,True
18,3.8,5.4,1.7,3.06,1.9,medium,5,10,3,18,Poor,Healthy,5.5,2.0,0,1,medium,0,False
17,3.0,6.9,2.3,3.34,0.6,low,5,2,9,16,Fair,Moderate,5.3,2.0909090909090913,0,0,medium,1,False
14,7.0,7.8,1.1,3.81,1.4,medium,10,4,2,16,Fair,Moderate,8.1,3.714285714285714,1,1,medium,1,False
13,4.6,5.3,2.3,2.42,0.2,low,5,9,5,19,Poor,Moderate,6.8999999999999995,1.6060606060606062,0,0,medium,0,True
16,3.4,8.9,2.6,2.54,1.8,high,6,2,5,13,Good,Moderate,6.0,2.4722222222222223,0,1,low,2,True
19,3.5,6.7,2.7,3.4,1.2,low,4,6,7,17,Fair,Moderate,6.2,1.8108108108108107,0,1,medium,1,False
14,4.4,7.3,2.7,3.3,1.1,low,2,1,9,12,Fair,Moderate,7.1000000000000005,1.9729729729729728,0,1,low,1,False
14,1.8,8.2,2.2,3.36,1.7,high,9,5,10,24,Good,Moderate,4.0,2.5624999999999996,0,1,high,2,False
17,3.9,7.7,1.0,2.1,1.8,high,7,4,5,16,Fair,Healthy,4.9,3.85,0,1,medium,1,True
14,4.4,5.7,1.0,3.2,1.9,high,4,2,2,8,Poor,Moderate,5.4,2.85,0,1,low,0,False
13,2.0,8.7,1.9,2.28,1.2,medium,7,7,9,23,Good,Healthy,3.9,3.0,0,1,high,2,False
17,7.2,8.8,2.5,3.97,1.9,low,1,3,9,13,Good,At Risk,9.7,2.5142857142857147,1,1,low,2,True
19,4.4,6.4,0.9,2.72,0.2,medium,6,9,8,23,Fair,Moderate,5.300000000000001,3.368421052631579,0,0,high,1,True
14,7.2,4.8,1.4,2.36,0.1,low,5,7,1,13,Poor,Moderate,8.6,2.0,1,0,low,0,True
13,5.4,6.5,0.8,3.17,0.3,medium,10,3,3,16,Fair,Moderate,6.2,3.611111111111111,1,0,medium,1,True
16,1.5,4.1,1.3,3.67,1.2,high,10,6,6,22,Poor,Healthy,2.8,1.7826086956521738,0,1,high,0,True
15,1.8,8.0,2.8,3.49,0.6,low,9,8,8,25,Good,Moderate,4.6,2.1052631578947367,0,0,high,2,False
17,3.7,5.3,0.7,2.09,0.8,high,8,8,10,26,Poor,Healthy,4.4,3.1176470588235294,0,0,high,0,False
13,6.4,8.3,1.3,2.21,1.2,high,4,5,9,18,Good,Moderate,7.7,3.6086956521739135,1,1,medium,2,True
19,6.4,6.7,2.4,2.2,1.3,low,5,2,2,9,Fair,At Risk,8.8,1.9705882352941178,1,1,low,1,True
17,1.1,9.0,2.9,2.74,1.0,medium,2,8,2,12,Good,Moderate,4.0,2.307692307692308,0,1,low,2,False
13,1.3,7.8,2.6,3.01,0.3,low,2,9,10,21,Fair,Moderate,3.9000000000000004,2.1666666666666665,0,0,high,1,True
17,4.4,6.0,1.2,2.48,0.9,medium,6,2,6,14,Fair,Moderate,5.6000000000000005,2.727272727272727,0,0,medium,1,False
13,7.8,5.0,1.8,3.57,1.5,medium,8,10,3,21,Poor,Moderate,9.6,1.7857142857142858,1,1,high,0,True
14,6.9,6.4,0.9,2.04,1.3,medium,5,5,9,19,Fair,Moderate,7.800000000000001,3.368421052631579,1,1,medium,1,False
14,4.8,6.8,0.8,3.0,0.9,low,4,3,4,11,Fair,Moderate,5.6,3.7777777777777777,0,0,low,1,False
13,7.5,8.6,1.9,3.33,0.9,medium,7,3,10,20,Good,Moderate,9.4,2.9655172413793105,1,0,medium,2,True
15,6.7,7.0,2.2,2.61,0.7,high,2,7,8,17,Fair,At Risk,8.9,2.1875,1,0,medium,1,False
14,3.8,4.8,1.9,3.97,0.2,high,4,6,6,16,Poor,Healthy,5.699999999999999,1.6551724137931034,0,0,medium,0,True
15,3.0,8.6,1.5,3.27,0.8,medium,10,10,4,24,Good,Healthy,4.5,3.44,0,0,high,2,True
17,7.8,7.1,0.8,2.79,1.4,medium,9,4,2,15,Fair,Moderate,8.6,3.944444444444444,1,1,medium,1,True
14,7.8,4.3,2.6,3.33,2.0,high,3,7,3,13,Poor,At Risk,10.4,1.1944444444444444,1,1,low,0,False
15,6.6,9.0,1.5,3.04,1.5,low,4,2,7,13,Good,Moderate,8.1,3.6,1,1,low,2,False
13,7.3,6.4,2.3,2.53,0.7,low,9,9,4,22,Fair,At Risk,9.6,1.9393939393939397,1,0,high,1,False
19,6.6,4.4,1.1,2.29,1.0,low,6,8,5,19,Poor,Moderate,7.699999999999999,2.0952380952380953,1,1,medium,0,True
19,5.6,8.1,3.0,2.75,0.7,medium,6,3,4,13,Good,Moderate,8.6,2.025,1,0,low,2,False
13,8.0,5.4,2.8,3.1,1.9,high,6,10,10,26,Poor,At Risk,10.8,1.4210526315789476,1,1,high,0,False
13,1.3,8.9,2.6,3.54,1.2,high,8,5,2,15,Good,Moderate,3.9000000000000004,2.4722222222222223,0,1,medium,2,False
15,5.9,6.9,1.4,3.62,1.5,medium,3,9,1,13,Fair,Moderate,7.300000000000001,2.8750000000000004,1,1,low,1,False
14,2.0,8.8,0.9,3.61,0.7,high,10,2,3,15,Good,Healthy,2.9,4.631578947368421,0,0,medium,2,False
19,1.4,6.6,1.8,3.07,0.0,low,5,2,6,13,Fair,Healthy,3.2,2.357142857142857,0,0,low,1,False
13,6.4,6.7,0.8,3.9,1.9,high,3,3,10,16,Fair,Moderate,7.2,3.7222222222222223,1,1,medium,1,False
15,7.6,7.9,0.8,3.55,1.9,high,10,8,6,24,Fair,Moderate,8.4,4.388888888888889,1,1,high,1,True
16,7.9,5.5,0.6,3.65,1.4,low,1,4,1,6,Poor,Moderate,8.5,3.4375,1,1,low,0,True
15,5.1,4.1,2.8,3.79,0.8,medium,9,7,3,19,Poor,Moderate,7.8999999999999995,1.0789473684210527,1,0,medium,0,True
18,6.4,7.4,1.5,2.92,0.6,low,9,2,5,16,Fair,Moderate,7.9,2.96,1,0,medium,1,True
13,7.2,6.7,0.9,2.36,0.6,low,8,8,1,17,Fair,Moderate,8.1,3.5263157894736845,1,0,medium,1,False
18,2.9,4.6,2.3,3.03,0.3,low,6,1,9,16,Poor,Moderate,5.199999999999999,1.3939393939393938,0,0,medium,0,False
19,1.5,7.3,2.7,2.61,0.9,low,5,7,10,22,Fair,Moderate,4.2,1.9729729729729728,0,0,high,1,True
14,5.4,8.1,1.8,2.53,0.9,medium,5,8,8,21,Good,Moderate,7.2,2.892857142857143,1,0,high,2,True
13,7.2,4.1,1.3,2.49,1.8,medium,5,5,4,14,Poor,Moderate,8.5,1.7826086956521738,1,1,medium,0,True
15,7.0,5.9,1.3,2.91,1.2,low,10,2,6,18,Poor,Moderate,8.3,2.565217391304348,1,1,medium,0,False
17,7.5,6.7,1.1,3.77,0.6,high,3,8,6,17,Fair,Moderate,8.6,3.1904761904761902,1,0,medium,1,False
14,1.4,7.0,1.8,2.69,0.9,low,10,4,2,16,Fair,Healthy,3.2,2.5,0,0,medium,1,True
16,6.1,8.1,1.4,3.27,1.6,low,10,1,4,15,Good,Moderate,7.5,3.375,1,1,medium,2,False
16,1.4,5.2,1.7,3.82,0.7,low,10,4,3,17,Poor,Healthy,3.0999999999999996,1.9259259259259258,0,0,medium,0,False
13,5.4,4.1,2.0,3.82,1.9,medium,6,10,8,24,Poor,Moderate,7.4,1.3666666666666665,1,1,high,0,True
13,2.1,8.2,0.9,2.48,0.5,high,2,7,6,15,Good,Healthy,3.0,4.315789473684211,0,0,medium,2,False
14,5.0,4.3,1.1,3.8,0.4,medium,9,4,10,23,Poor,Moderate,6.1,2.0476190476190474,0,0,high,0,True
13,4.4,4.3,1.9,3.51,0.9,medium,8,4,3,15,Poor,Moderate,6.300000000000001,1.4827586206896552,0,0,medium,0,False
13,3.4,8.6,0.8,3.08,0.4,low,7,10,6,23,Good,Healthy,4.2,4.777777777777778,0,0,high,2,True
18,1.2,6.4,1.3,3.03,1.0,low,5,9,10,24,Fair,Healthy,2.5,2.7826086956521743,0,1,high,1,True
14,5.5,7.3,1.4,2.61,1.2,high,5,7,1,13,Fair,Moderate,6.9,3.0416666666666665,1,1,low,1,True
15,2.3,7.8,3.0,2.3,1.4,medium,4,9,10,23,Fair,Moderate,5.3,1.95,0,1,high,1,True
13,1.4,7.4,0.5,2.32,1.3,low,3,2,6,11,Fair,Healthy,1.9,4.933333333333334,0,1,low,1,False
13,3.0,7.0,0.9,2.73,1.7,high,5,6,9,20,Fair,Healthy,3.9,3.68421052631579,0,1,medium,1,False
14,2.8,5.0,2.5,3.92,1.8,high,1,3,4,8,Poor,Moderate,5.3,1.4285714285714286,0,1,low,0,True
14,7.0,6.9,1.0,3.93,1.1,high,9,3,7,19,Fair,Moderate,8.0,3.45,1,1,medium,1,True
13,1.6,8.4,1.4,3.47,0.1,medium,1,6,6,13,Good,Healthy,3.0,3.5000000000000004,0,0,low,2,False
15,4.2,8.4,1.2,2.61,0.0,medium,3,10,2,15,Good,Moderate,5.4,3.818181818181818,0,0,medium,2,False
17,4.9,8.6,3.0,3.62,1.2,low,6,6,9,21,Good,Moderate,7.9,2.15,0,1,high,2,True
14,3.6,4.1,2.9,2.83,0.5,medium,10,6,7,23,Poor,Moderate,6.5,1.0512820512820513,0,0,high,0,False
19,1.8,6.0,2.3,3.22,1.0,medium,5,6,8,19,Fair,Moderate,4.1,1.8181818181818183,0,1,medium,1,True
17,2.7,5.4,2.6,2.07,0.0,medium,6,5,6,17,Poor,Moderate,5.300000000000001,1.5,0,0,medium,0,False
15,1.2,5.2,1.0,2.78,1.3,high,5,8,10,23,Poor,Healthy,2.2,2.6,0,1,high,0,False
18,6.2,6.7,1.4,3.42,0.9,low,6,8,6,20,Fair,Moderate,7.6,2.791666666666667,1,0,medium,1,False
18,1.6,6.2,1.9,2.05,0.3,low,8,9,9,26,Fair,Healthy,3.5,2.137931034482759,0,0,high,1,True
18,5.1,7.4,1.3,3.5,1.6,high,1,5,5,11,Fair,Moderate,6.3999999999999995,3.2173913043478266,1,1,low,1,False
13,5.2,8.2,2.8,2.12,1.4,medium,1,8,1,10,Good,Moderate,8.0,2.1578947368421053,1,1,low,2,False
14,4.1,5.1,2.0,3.51,0.7,high,2,9,1,12,Poor,Moderate,6.1,1.7,0,0,low,0,True
19,5.4,4.4,2.3,3.34,0.4,high,3,3,8,14,Poor,Moderate,7.7,1.3333333333333335,1,0,medium,0,False
13,2.4,8.4,1.6,2.82,1.1,low,1,3,2,6,Good,Healthy,4.0,3.230769230769231,0,1,low,2,True
18,1.7,5.6,1.4,2.85,1.0,high,3,3,7,13,Poor,Healthy,3.0999999999999996,2.3333333333333335,0,1,low,0,True
18,6.0,6.1,0.9,2.68,0.3,medium,2,10,10,22,Fair,Moderate,6.9,3.2105263157894735,1,0,high,1,True
17,7.2,6.1,0.8,3.9,0.2,low,8,3,7,18,Fair,Moderate,8.0,3.3888888888888884,1,0,medium,1,True
18,3.5,6.3,2.9,3.35,1.6,high,1,4,2,7,Fair,Moderate,6.4,1.6153846153846154,0,1,low,1,True
15,3.8,4.4,1.9,2.04,0.5,medium,4,9,7,20,Poor,Healthy,5.699999999999999,1.517241379310345,0,0,medium,0,False
18,4.5,8.0,1.5,3.45,1.0,low,4,3,9,16,Good,Moderate,6.0,3.2,0,1,medium,2,False
16,7.3,7.2,0.5,2.78,1.9,low,7,3,9,19,Fair,Moderate,7.8,4.8,1,1,medium,1,False
18,6.4,7.7,0.5,3.05,1.2,low,3,1,2,6,Fair,Moderate,6.9,5.133333333333334,1,1,low,1,False
16,5.3,8.4,2.2,2.81,0.6,high,2,8,8,18,Good,Moderate,7.5,2.625,1,0,medium,2,True
13,2.4,7.1,0.7,3.64,1.1,high,6,5,5,16,Fair,Healthy,3.0999999999999996,4.176470588235294,0,1,medium,1,True
13,8.0,8.9,2.2,3.82,1.2,low,8,8,4,20,Good,At Risk,10.2,2.78125,1,1,medium,2,True
15,7.3,4.4,2.3,2.76,1.8,medium,4,6,9,19,Poor,At Risk,9.6,1.3333333333333335,1,1,medium,0,True
17,4.5,7.3,0.9,2.34,0.9,medium,7,3,8,18,Fair,Moderate,5.4,3.8421052631578947,0,0,medium,1,False
19,5.0,9.0,2.4,2.53,0.4,medium,7,2,10,19,Good,Moderate,7.4,2.6470588235294117,0,0,medium,2,True
16,5.7,4.2,1.4,2.56,0.1,high,4,3,1,8,Poor,Moderate,7.1,1.7500000000000002,1,0,low,0,False
18,2.9,8.4,2.6,2.57,1.8,medium,4,1,3,8,Good,Moderate,5.5,2.3333333333333335,0,1,low,2,False
13,7.9,8.8,2.3,3.39,0.5,low,1,9,3,13,Good,At Risk,10.2,2.666666666666667,1,0,low,2,True
19,4.8,5.0,2.6,3.25,1.6,low,4,6,1,11,Poor,Moderate,7.4,1.3888888888888888,0,1,low,0,True
13,3.0,6.0,1.0,2.63,0.1,low,5,10,9,24,Fair,Healthy,4.0,3.0,0,0,high,1,False
14,4.1,6.4,2.0,3.69,1.5,medium,7,7,9,23,Fair,Moderate,6.1,2.1333333333333333,0,1,high,1,False
19,6.9,5.0,1.2,2.56,1.6,high,3,10,8,21,Poor,Moderate,8.1,2.2727272727272725,1,1,high,0,True
17,3.2,6.2,2.2,2.96,1.6,low,8,10,9,27,Fair,Moderate,5.4,1.9375,0,1,high,1,False
18,1.3,4.9,0.9,3.86,0.0,medium,4,9,8,21,Poor,Healthy,2.2,2.578947368421053,0,0,high,0,False
15,4.2,6.8,1.1,3.37,0.7,high,3,6,8,17,Fair,Moderate,5.300000000000001,3.2380952380952377,0,0,medium,1,False
19,6.6,6.0,2.1,2.84,1.5,low,9,4,5,18,Fair,At Risk,8.7,1.9354838709677418,1,1,medium,1,True
13,7.5,4.8,0.7,2.91,2.0,high,10,9,1,20,Poor,Moderate,8.2,2.823529411764706,1,1,medium,0,True
15,7.0,8.7,3.0,2.84,1.4,medium,5,3,2,10,Good,At Risk,10.0,2.175,1,1,low,2,True
15,6.7,5.0,0.6,2.75,1.5,medium,7,4,8,19,Poor,Moderate,7.3,3.125,1,1,medium,0,False
15,2.3,5.6,2.9,2.72,1.0,high,6,6,2,14,Poor,Moderate,5.199999999999999,1.435897435897436,0,1,medium,0,False
14,5.3,9.0,2.8,3.1,1.6,high,10,7,6,23,Good,Moderate,8.1,2.368421052631579,1,1,high,2,True
13,2.7,6.5,1.5,2.58,0.4,high,1,1,6,8,Fair,Healthy,4.2,2.6,0,0,low,1,False
13,5.4,7.8,1.8,3.46,1.0,high,4,7,7,18,Fair,Moderate,7.2,2.785714285714286,1,1,medium,1,True
17,7.2,8.0,1.9,2.66,1.4,medium,5,8,6,19,Good,Moderate,9.1,2.7586206896551726,1,1,medium,2,True
19,1.5,6.8,2.5,2.13,0.2,medium,9,8,10,27,Fair,Moderate,4.0,1.9428571428571428,0,0,high,1,True
13,4.0,4.2,0.5,2.46,0.6,low,2,9,9,20,Poor,Moderate,4.5,2.8000000000000003,0,0,medium,0,True
15,4.2,7.1,2.1,2.21,1.8,medium,4,1,3,8,Fair,Moderate,6.300000000000001,2.290322580645161,0,1,low,1,False
19,1.8,7.7,2.2,3.77,0.3,medium,4,6,7,17,Fair,Moderate,4.0,2.40625,0,0,medium,1,True
17,3.3,8.6,1.1,2.62,0.4,low,4,7,9,20,Good,Healthy,4.4,4.095238095238095,0,0,medium,2,False
14,1.0,6.6,1.4,2.02,1.9,low,6,5,5,16,Fair,Healthy,2.4,2.75,0,1,medium,1,False
13,1.2,8.0,2.8,2.18,1.1,high,5,8,5,18,Good,Moderate,4.0,2.1052631578947367,0,1,medium,2,False
19,2.0,4.1,1.3,3.71,1.6,low,7,7,8,22,Poor,Healthy,3.3,1.7826086956521738,0,1,high,0,True
13,7.1,6.5,1.6,2.03,0.3,medium,1,10,6,17,Fair,Moderate,8.7,2.5,1,0,medium,1,False
15,5.5,7.8,1.5,2.79,0.7,high,9,10,7,26,Fair,Moderate,7.0,3.12,1,0,high,1,False
17,7.7,4.7,2.8,3.5,1.5,low,8,4,8,20,Poor,At Risk,10.5,1.236842105263158,1,1,medium,0,True
17,7.6,5.9,2.0,2.52,1.5,medium,1,5,1,7,Poor,At Risk,9.6,1.9666666666666668,1,1,low,0,False
13,8.0,6.9,2.5,2.45,1.7,medium,10,1,3,14,Fair,At Risk,10.5,1.9714285714285715,1,1,medium,1,True
16,4.3,6.0,1.4,2.98,1.7,low,8,7,4,19,Fair,Moderate,5.699999999999999,2.5,0,1,medium,1,False
13,3.8,5.3,2.5,3.48,1.0,low,6,7,7,20,Poor,Moderate,6.3,1.5142857142857142,0,1,medium,0,True
16,2.9,6.3,3.0,2.6,0.4,medium,9,7,3,19,Fair,Moderate,5.9,1.575,0,0,medium,1,False
13,5.3,6.5,1.1,3.48,1.8,low,9,5,4,18,Fair,Moderate,6.4,3.095238095238095,1,1,medium,1,False
15,5.7,7.5,2.4,2.84,1.3,medium,10,10,2,22,Fair,Moderate,8.1,2.2058823529411766,1,1,high,1,False
18,2.8,7.4,1.0,3.73,1.9,low,7,3,6,16,Fair,Healthy,3.8,3.7,0,1,medium,1,False
15,2.8,6.1,2.9,2.98,1.8,medium,6,3,7,16,Fair,Moderate,5.699999999999999,1.564102564102564,0,1,medium,1,True
13,1.1,7.0,1.9,4.0,0.9,medium,2,9,6,17,Fair,Healthy,3.0,2.413793103448276,0,0,medium,1,False
14,2.0,5.0,2.6,2.71,2.0,low,5,4,3,12,Poor,Moderate,4.6,1.3888888888888888,0,1,low,0,False
16,6.5,5.3,1.8,2.29,0.2,high,4,10,2,16,Poor,Moderate,8.3,1.892857142857143,1,0,medium,0,False
16,7.5,7.8,1.3,2.73,1.5,medium,4,5,8,17,Fair,Moderate,8.8,3.3913043478260874,1,1,medium,1,False
16,3.1,7.9,1.2,2.85,0.7,high,2,2,5,9,Fair,Healthy,4.3,3.590909090909091,0,0,low,1,False
19,5.9,7.0,2.3,3.0,1.6,low,3,5,10,18,Fair,Moderate,8.2,2.121212121212121,1,1,medium,1,True
15,7.9,4.1,0.7,2.33,1.2,medium,3,8,1,12,Poor,Moderate,8.6,2.411764705882353,1,1,low,0,True
15,5.1,7.4,0.7,2.64,0.2,medium,5,8,1,14,Fair,Moderate,5.8,4.352941176470589,1,0,medium,1,True
16,1.9,5.8,2.1,2.27,0.6,medium,3,3,2,8,Poor,Moderate,4.0,1.8709677419354838,0,0,low,0,True
17,8.0,8.7,1.5,3.7,2.0,high,10,9,5,24,Good,Moderate,9.5,3.4799999999999995,1,1,high,2,True
19,2.9,4.0,0.5,3.16,0.2,high,7,6,3,16,Poor,Healthy,3.4,2.6666666666666665,0,0,medium,0,True
14,4.3,8.4,0.9,3.2,1.6,high,10,10,1,21,Good,Moderate,5.2,4.421052631578948,0,1,high,2,True
16,1.1,6.4,3.0,2.51,0.1,medium,8,6,9,23,Fair,Moderate,4.1,1.6,0,0,high,1,True
16,4.9,5.7,1.2,2.07,0.1,medium,8,2,1,11,Poor,Moderate,6.1000000000000005,2.590909090909091,0,0,low,0,True
14,6.1,7.6,1.4,2.72,0.9,low,9,3,3,15,Fair,Moderate,7.5,3.1666666666666665,1,0,medium,1,True
15,2.7,6.5,1.6,2.14,0.4,high,6,6,6,18,Fair,Healthy,4.300000000000001,2.5,0,0,medium,1,False
16,7.8,7.4,0.7,2.54,1.2,medium,10,4,9,23,Fair,Moderate,8.5,4.352941176470589,1,1,high,1,False
